bin,pred_avg,true_pred_diff
1,0.03892006586711764,0.1396299265973294
2,0.1280262804688839,0.596381938769695
3,0.27508864095209123,2.6261721367863142
4,0.49686955963760165,0.15662133343320733
5,0.8145394701788989,0.46498702411797777
6,1.3159061768896978,-0.2778030774624347
7,2.2727954230145015,1.1779009169578556
8,4.30324824042109,-0.32143074243416825
9,11.456651984192145,0.5398058205511322
10,143.27366641354283,-23.65471471655644
