train_size,test_size,reg_rmse,arima_rmse,mean_rmse,reg_rmse_3pctremoved,mean_rmse_3pctremoved,reg_rmsle,arima_rmsle,mean_rmsle
39352,40594,240.39674374129112,268.1784321274713,287.585467582567,116.74382885444587,117.49758867671831,1.3903459262801765,0.8256366773337223,2.6021465626291187
